record_id,timestamp_utc,device_id,device_type,location_city,edge_node_id,distance_to_edge_km,network_slice_id,qos_class,protocol,uplink_bandwidth_Mbps,downlink_bandwidth_Mbps,latency_ms,jitter_ms,throughput_Mbps,packet_size_bytes,packet_loss_pct,retransmissions,signal_rssi_dBm,cpu_usage_pct,memory_usage_pct,battery_level_pct,mobility_state,task_type,task_size_kb,model_size_mb,ai_accelerator,inference_time_ms,energy_consumption_j,offload_location,security_scheme,encryption_enabled,enrolled_in_federated_learning,federated_rounds,blockchain_enabled,priority,core_network_latency_ms,task_offload_success,notes,edge_processing_time_ms,end_to_end_latency_ms,is_urlc_like
897,2025-09-06T02:52:36,rob_99413,robotic_arm,Jaipur,edge_029,1.288,slice_4,eMBB,HTTP/3,11.458,27.741,2.096,0.751,37.393,264,1.032,1,-74,57.72,72.79,83.9,aerial,control_command,20.96,5.0,tiny_ml,1.556,17.203,edge,dtls,True,0,0,False,low,-2.847,1,,1.37,3.181,0
898,2025-09-28T08:31:34,dro_11653,drone,Mumbai,edge_004,8.129,slice_4,mMTC,UDP,10.954,12.215,9.117,0.948,26.207,637,0.335,3,-69,40.5,36.72,100.0,aerial,video_analytics,113.25,0.1,tiny_ml,5.94,30.072,cloud,secure_element,True,1,2,False,high,24.961,1,,6.299,12.567,0
899,2025-09-13T03:24:28,wea_53387,wearable,Pune,edge_020,0.593,slice_2,mMTC,QUIC,0.011,0.25,21.212,0.948,4.869,140,0.857,2,-83,11.95,18.36,38.3,vehicular,image_inference,62.97,5.0,gpu,11.442,0.566,hybrid,tls,True,0,0,False,medium,27.664,1,,12.507,33.425,0
900,2025-09-14T17:07:15,dro_44295,drone,Pune,edge_028,1.416,slice_9,eMBB,UDP,11.008,9.011,6.704,0.197,16.75,164,0.272,0,-71,51.74,33.55,86.1,aerial,control_command,59.099,5.0,gpu,5.215,10.593,edge,tls,True,0,0,False,low,22.832,1,,4.433,10.732,0
901,2025-09-30T22:06:22,wea_94364,wearable,Bengaluru,edge_008,1.149,slice_9,eMBB,QUIC,0.192,0.47,18.549,1.476,-1.572,309,1.691,1,-64,11.02,14.11,28.3,aerial,video_analytics,15.339,10.0,tiny_ml,14.508,1.435,hybrid,tls,True,0,0,False,medium,28.329,1,,13.214,34.102,0
902,2025-09-30T02:19:18,dro_73077,drone,Bengaluru,edge_045,2.198,slice_5,eMBB,UDP,6.348,12.993,10.243,1.258,6.066,1196,1.346,1,-62,39.33,30.91,69.7,static,control_command,280.727,100.0,gpu,7.736,3.143,hybrid,tls,True,1,1,False,high,17.749,1,,6.874,17.802,0
903,2025-09-12T23:45:22,wea_82973,wearable,Jaipur,edge_038,4.893,slice_4,eMBB,QUIC,0.298,0.787,15.762,1.567,0.369,103,0.752,2,-76,7.32,19.43,83.5,aerial,telemetry_aggregation,51.904,50.0,none,7.961,0.266,hybrid,blockchain_enabled,True,0,0,True,high,19.213,1,,7.578,22.08,0
904,2025-09-29T01:00:18,sma_85769,smart_camera,Bengaluru,edge_014,3.625,slice_2,URLLC,HTTP/3,6.222,9.628,4.643,1.621,11.992,168,0.0,1,-67,68.87,66.51,100.0,aerial,telemetry_aggregation,39.582,50.0,tiny_ml,3.81,1.945,local,blockchain_enabled,True,1,1,True,medium,-4.899,1,,4.211,13.167,1
905,2025-09-07T21:47:37,rob_60624,robotic_arm,Ahmedabad,edge_001,5.578,slice_4,mMTC,QUIC,46.237,8.091,3.606,0.266,48.346,452,0.036,2,-65,49.44,51.73,58.1,mobile,image_inference,96.179,10.0,gpu,3.143,33.423,local,tls,True,0,0,False,medium,-0.62,1,,3.412,8.439,0
906,2025-09-22T10:39:48,rob_46223,robotic_arm,Ahmedabad,edge_049,1.071,slice_6,URLLC,HTTP/3,13.755,15.388,1.177,0.392,34.229,98,0.714,1,-69,45.65,62.04,1.0,static,voice_processing,59.697,0.5,npu,0.962,14.263,local,tls,True,0,0,False,medium,0.1,1,,1.025,4.508,1
907,2025-09-17T23:48:23,dro_46562,drone,Lucknow,edge_048,7.249,slice_2,eMBB,HTTP/3,5.542,7.123,10.775,2.107,4.871,267,1.747,1,-68,33.03,66.35,35.3,aerial,predictive_maintenance,264.399,10.0,npu,9.246,13.402,edge,tls,True,0,0,False,medium,4.719,1,,7.42,14.02,0
908,2025-09-15T16:46:40,aut_39464,autonomous_vehicle,Jaipur,edge_001,2.015,slice_7,eMBB,TCP,23.004,83.27,2.178,1.157,102.479,240,0.0,0,-65,87.35,62.83,30.9,aerial,video_analytics,302.805,5.0,npu,1.083,85.449,edge,tls,True,0,0,False,medium,8.177,1,,0.928,-3.167,0
909,2025-09-27T22:29:58,ind_59534,industrial_sensor,Lucknow,edge_047,7.714,slice_3,eMBB,QUIC,1.067,0.843,9.139,1.556,1.878,459,0.547,0,-49,29.17,18.91,100.0,aerial,video_analytics,10.651,5.0,edge_tpu,6.073,2.697,local,none,False,1,2,False,medium,30.72,1,,5.401,11.227,0
910,2025-09-03T11:41:30,aut_57721,autonomous_vehicle,Lucknow,edge_024,0.457,slice_8,URLLC,UDP,28.355,79.615,1.104,0.118,112.469,182,0.0,0,-60,45.3,77.2,40.7,mobile,predictive_maintenance,23.805,1.0,edge_tpu,0.863,36.75,hybrid,blockchain_enabled,True,1,0,True,medium,5.156,1,,0.784,1.446,1
911,2025-09-02T17:07:03,ind_59825,industrial_sensor,Mumbai,edge_020,3.926,slice_10,mMTC,QUIC,0.918,1.139,9.684,0.008,-4.38,108,1.822,0,-61,29.88,29.44,61.2,vehicular,video_analytics,153.222,50.0,none,5.282,5.104,edge,tls,True,0,0,False,high,14.55,1,,4.535,16.948,0
912,2025-09-20T16:40:11,rob_48901,robotic_arm,Bengaluru,edge_039,0.964,slice_9,URLLC,TCP,16.157,5.565,1.908,0.969,16.488,234,0.044,0,-77,57.09,71.3,41.6,aerial,control_command,20.026,1.0,gpu,1.663,18.863,local,tls,True,0,0,False,medium,17.852,1,,1.603,-2.516,1
913,2025-09-14T19:58:15,rob_16998,robotic_arm,Chennai,edge_047,1.156,slice_2,mMTC,UDP,16.334,5.243,2.986,0.437,9.329,1126,1.107,1,-70,56.82,56.06,83.8,static,anomaly_detection,211.872,1.0,tiny_ml,1.406,28.016,cloud,tls,True,0,0,False,low,6.569,1,,1.167,9.932,0
914,2025-09-02T21:02:35,sma_85303,smart_camera,Pune,edge_047,3.535,slice_4,eMBB,CoAP,3.208,3.933,10.883,0.183,12.494,383,1.264,1,-74,44.64,76.03,92.8,aerial,image_inference,25.807,10.0,npu,9.751,13.914,hybrid,tls,True,0,0,False,medium,23.741,1,,10.726,23.121,0
915,2025-09-02T05:53:29,dro_46699,drone,Mumbai,edge_004,4.055,slice_9,eMBB,HTTP/3,9.522,6.467,7.245,0.493,13.026,71,1.129,3,-55,45.17,52.08,21.3,mobile,predictive_maintenance,21.941,1.0,gpu,6.271,14.502,edge,secure_element,True,1,2,False,medium,-0.682,1,,6.993,19.319,0
916,2025-09-19T01:26:52,aut_17722,autonomous_vehicle,Pune,edge_036,0.434,slice_6,URLLC,CoAP,89.005,38.769,1.156,0.158,117.125,224,0.385,0,-60,85.22,70.5,49.6,static,image_inference,43.759,50.0,edge_tpu,0.894,89.475,edge,blockchain_enabled,True,0,0,True,high,-1.229,1,,0.921,0.419,1
917,2025-09-29T15:31:44,rob_16978,robotic_arm,Hyderabad,edge_009,3.46,slice_2,URLLC,UDP,2.104,15.684,2.103,0.746,20.792,568,0.0,1,-74,58.77,62.03,36.9,aerial,image_inference,9.07,0.5,edge_tpu,1.371,41.733,local,secure_element,True,1,3,False,medium,-5.325,1,,1.146,5.761,1
918,2025-09-13T00:28:40,dro_48408,drone,Bengaluru,edge_042,1.559,slice_8,eMBB,QUIC,3.555,5.739,9.131,0.128,11.641,282,0.318,1,-64,55.15,53.6,79.6,vehicular,control_command,9.096,5.0,edge_tpu,5.54,8.226,cloud,tls,True,0,0,False,medium,6.491,0,,6.404,16.791,0
919,2025-09-11T19:33:42,ind_72145,industrial_sensor,Ahmedabad,edge_020,5.458,slice_2,eMBB,HTTP/3,0.94,0.827,10.951,1.372,-0.951,1308,1.976,1,-66,15.92,22.69,43.2,aerial,image_inference,60.335,5.0,tiny_ml,9.696,2.107,edge,tls,True,0,0,False,medium,21.509,1,,11.502,25.906,0
920,2025-09-27T10:31:29,rob_43558,robotic_arm,Hyderabad,edge_049,4.053,slice_3,mMTC,QUIC,6.725,22.996,3.041,0.551,30.531,60,0.0,1,-65,57.61,81.78,100.0,aerial,anomaly_detection,13.937,50.0,none,2.721,20.181,edge,blockchain_enabled,True,0,0,True,low,1.253,1,,2.397,5.737,0
921,2025-09-16T17:45:56,wea_81717,wearable,Chennai,edge_012,5.273,slice_5,eMBB,QUIC,0.842,0.161,15.117,1.135,2.254,575,2.348,0,-69,10.05,17.78,61.2,aerial,control_command,31.652,10.0,none,9.44,0.245,edge,tls,True,0,0,False,medium,3.958,1,,10.213,27.75,0
922,2025-09-11T23:59:43,tra_30900,traffic_sensor,Bengaluru,edge_037,5.495,slice_10,mMTC,HTTP/3,1.532,1.393,10.828,1.861,1.495,300,0.204,0,-76,25.44,34.61,92.7,static,voice_processing,103.392,0.1,npu,7.58,1.242,edge,blockchain_enabled,True,0,0,True,low,14.499,1,,8.617,23.752,0
923,2025-09-24T11:05:02,aut_23122,autonomous_vehicle,Ahmedabad,edge_050,1.728,slice_1,URLLC,HTTP/3,36.718,63.548,1.195,1.64,102.907,178,0.225,0,-79,67.34,83.82,100.0,aerial,predictive_maintenance,18.025,0.5,gpu,0.906,49.613,local,secure_element,True,0,0,False,medium,26.01,1,,0.92,1.161,1
924,2025-09-10T14:22:01,sma_20899,smart_meter,Mumbai,edge_001,0.989,slice_8,URLLC,CoAP,0.138,0.325,60.29,3.79,2.147,206,0.0,0,-64,6.53,13.9,55.3,static,voice_processing,14.871,10.0,gpu,25.647,0.012,edge,blockchain_enabled,True,0,0,True,medium,71.952,1,,23.835,85.852,1
925,2025-09-30T13:18:10,ind_55485,industrial_sensor,Jaipur,edge_017,0.982,slice_6,mMTC,HTTP/3,0.608,2.159,5.338,1.09,-1.718,383,1.878,1,-64,26.67,38.56,37.4,aerial,voice_processing,225.765,0.5,tiny_ml,4.619,0.983,edge,blockchain_enabled,True,0,0,True,medium,-11.036,1,,4.579,5.253,0
926,2025-09-03T08:40:50,dro_94399,drone,Mumbai,edge_015,0.529,slice_7,URLLC,HTTP/3,4.689,6.135,4.072,0.695,15.364,715,0.158,0,-67,53.43,41.96,54.7,static,image_inference,337.837,0.5,gpu,1.885,32.59,edge,tls,True,0,0,False,high,18.299,1,,1.894,9.074,1
927,2025-10-01T16:32:09,sma_76385,smart_camera,Delhi,edge_045,4.762,slice_5,URLLC,TCP,5.475,15.919,7.746,0.288,28.11,511,0.0,0,-61,50.9,55.01,100.0,vehicular,image_inference,20.867,5.0,npu,4.439,5.692,edge,blockchain_enabled,True,0,0,True,medium,8.627,1,,4.263,18.873,1
928,2025-09-04T05:14:58,dro_29203,drone,Kolkata,edge_024,1.433,slice_7,URLLC,CoAP,6.456,18.106,1.703,1.372,25.365,136,0.493,0,-51,45.79,42.03,49.2,aerial,image_inference,40.175,1.0,edge_tpu,0.744,27.035,edge,tls,True,0,0,False,medium,2.649,1,,0.872,-0.158,1
929,2025-09-13T17:31:33,sma_15778,smart_meter,Ahmedabad,edge_031,0.411,slice_3,eMBB,TCP,0.196,0.036,94.737,4.382,13.998,134,2.121,1,-75,4.32,8.42,64.8,vehicular,anomaly_detection,97.253,0.1,npu,38.866,0.08,hybrid,dtls,True,0,0,False,medium,103.385,1,,42.658,138.121,0
930,2025-09-17T22:15:15,ind_53800,industrial_sensor,Hyderabad,edge_001,0.41,slice_1,eMBB,HTTP/3,0.537,0.548,8.791,0.217,3.603,207,0.0,1,-62,20.27,25.49,67.4,aerial,telemetry_aggregation,71.733,5.0,tiny_ml,3.785,0.792,local,tls,True,0,0,False,high,5.414,1,,3.393,15.825,0
931,2025-09-12T17:51:32,ind_38683,industrial_sensor,Chennai,edge_020,4.945,slice_1,URLLC,TCP,1.196,1.088,4.52,0.195,0.574,906,0.0,0,-48,24.12,34.16,66.0,aerial,control_command,17.784,0.5,none,3.976,0.685,edge,tls,True,0,0,False,medium,15.928,1,,4.112,9.726,1
932,2025-09-02T16:14:46,sma_41847,smart_meter,Mumbai,edge_010,2.034,slice_8,eMBB,HTTP/3,0.383,0.571,57.904,2.757,-10.462,641,1.37,0,-85,4.44,9.7,100.0,vehicular,image_inference,263.53,0.1,none,51.998,0.079,cloud,blockchain_enabled,True,0,0,True,medium,71.279,0,,55.923,115.322,0
933,2025-09-29T10:57:50,rob_52372,robotic_arm,Mumbai,edge_012,1.042,slice_10,eMBB,UDP,21.908,21.325,1.863,0.044,44.627,202,1.7,0,-61,52.68,9.96,72.4,mobile,telemetry_aggregation,54.433,5.0,tiny_ml,1.392,11.076,local,tls,True,1,2,False,medium,10.613,1,,1.192,2.882,0
934,2025-09-14T10:04:06,ind_20189,industrial_sensor,Jaipur,edge_030,3.577,slice_3,eMBB,HTTP/3,0.262,1.362,74.801,4.664,-2.098,65,0.0,0,-52,13.59,41.1,29.0,mobile,image_inference,90.629,10.0,tiny_ml,36.213,1.864,cloud,tls,True,0,0,False,medium,79.107,1,,34.162,108.679,0
935,2025-09-19T02:46:31,ind_18850,industrial_sensor,Mumbai,edge_034,0.54,slice_8,eMBB,TCP,1.124,0.807,8.063,1.044,1.428,161,0.279,0,-53,19.14,24.49,20.6,static,video_analytics,5.913,10.0,gpu,3.554,4.236,edge,tls,True,0,0,False,medium,10.51,1,,4.131,12.934,0
936,2025-09-10T03:07:38,rob_71662,robotic_arm,Mumbai,edge_046,2.114,slice_1,eMBB,TCP,4.073,3.481,2.669,1.396,8.274,245,1.743,3,-39,67.71,56.64,44.9,aerial,predictive_maintenance,3.732,50.0,gpu,1.798,20.429,local,blockchain_enabled,True,0,0,True,medium,-2.302,1,,1.846,5.64,0
937,2025-09-26T17:06:10,rob_32593,robotic_arm,Chennai,edge_018,5.838,slice_2,mMTC,CoAP,14.907,23.255,3.269,1.667,36.165,206,0.61,0,-84,56.63,79.9,54.6,static,anomaly_detection,24.364,5.0,none,2.33,12.978,edge,secure_element,True,0,0,False,low,10.7,1,,2.066,2.791,0
938,2025-09-14T05:33:24,ind_17754,industrial_sensor,Delhi,edge_006,6.257,slice_5,eMBB,TCP,0.618,1.055,7.518,0.378,4.333,175,1.334,1,-62,20.04,34.81,100.0,static,anomaly_detection,1.852,1.0,gpu,5.678,0.929,edge,blockchain_enabled,True,0,0,True,medium,9.912,1,,4.821,13.141,0
939,2025-09-03T18:04:39,sma_26722,smart_camera,Hyderabad,edge_041,2.868,slice_3,eMBB,HTTP/3,9.455,2.513,7.76,0.343,17.677,1265,1.663,0,-84,51.77,74.02,68.7,mobile,image_inference,136.645,5.0,none,6.59,7.823,local,secure_element,True,0,0,False,medium,13.999,1,,6.638,20.104,0
940,2025-09-04T06:47:57,tra_53970,traffic_sensor,Delhi,edge_027,0.339,slice_1,URLLC,HTTP/3,1.828,1.437,12.193,1.081,5.272,240,0.614,1,-56,26.53,27.68,42.8,aerial,predictive_maintenance,344.229,50.0,gpu,6.244,1.804,edge,tls,True,0,0,False,medium,11.809,1,,6.363,18.299,1
941,2025-09-06T08:27:35,ind_88409,industrial_sensor,Mumbai,edge_027,1.022,slice_10,eMBB,HTTP/3,0.704,1.953,8.601,1.569,13.531,124,1.25,0,-72,27.22,22.3,100.0,mobile,predictive_maintenance,82.366,50.0,npu,6.631,1.926,cloud,tls,True,0,0,False,low,-0.629,1,,6.192,12.081,0
942,2025-09-09T20:58:45,tra_61364,traffic_sensor,Lucknow,edge_010,0.705,slice_4,mMTC,CoAP,3.702,2.627,11.806,1.317,-0.332,295,1.078,0,-66,15.89,33.59,58.8,aerial,image_inference,42.062,5.0,tiny_ml,10.079,5.119,cloud,none,False,1,1,False,medium,25.037,1,,10.605,22.957,0
943,2025-09-13T08:28:31,sma_60222,smart_camera,Kolkata,edge_045,3.061,slice_9,URLLC,UDP,9.88,3.492,7.811,0.567,16.956,61,0.0,1,-77,40.81,47.35,79.3,vehicular,telemetry_aggregation,23.134,100.0,tiny_ml,3.891,2.57,edge,tls,True,0,0,False,medium,23.495,1,,3.22,9.887,1
944,2025-09-22T05:38:40,wea_84390,wearable,Pune,edge_023,2.026,slice_7,eMBB,HTTP/3,0.077,0.637,18.878,0.207,8.762,218,1.813,1,-64,9.55,15.13,52.6,aerial,anomaly_detection,72.557,1.0,none,9.594,0.456,local,blockchain_enabled,True,0,0,True,medium,12.142,1,,8.232,24.095,0
945,2025-09-28T22:23:40,dro_95792,drone,Chennai,edge_045,3.876,slice_2,eMBB,TCP,17.064,5.558,8.451,0.27,28.444,586,2.428,1,-63,47.11,38.48,57.8,aerial,anomaly_detection,31.022,5.0,npu,6.012,13.283,local,dtls,True,0,0,False,medium,16.673,1,,6.123,15.992,0
946,2025-10-01T03:57:54,sma_21093,smart_meter,Kolkata,edge_037,7.449,slice_9,eMBB,HTTP/3,0.213,0.295,52.629,4.175,6.222,421,1.68,2,-57,5.57,11.43,36.1,vehicular,anomaly_detection,11.606,1.0,tiny_ml,22.567,0.072,edge,tls,True,0,0,False,medium,46.251,1,,18.612,70.11,0
947,2025-09-03T16:28:05,sma_36516,smart_meter,Hyderabad,edge_045,3.596,slice_6,URLLC,UDP,0.092,0.214,22.351,1.695,6.385,100,0.0,0,-59,5.67,10.05,56.6,vehicular,image_inference,13.625,100.0,edge_tpu,15.24,0.123,hybrid,tls,True,0,0,False,medium,19.824,1,,17.562,39.039,1
948,2025-09-30T11:42:07,rob_62609,robotic_arm,Delhi,edge_046,0.698,slice_6,mMTC,CoAP,24.124,14.262,3.29,1.059,31.172,406,1.282,1,-68,65.97,65.23,79.6,aerial,voice_processing,180.782,5.0,tiny_ml,2.594,8.25,cloud,tls,True,0,0,False,medium,6.581,1,,2.223,6.973,0
949,2025-09-15T14:38:22,tra_37344,traffic_sensor,Mumbai,edge_009,0.382,slice_6,eMBB,HTTP/3,1.198,2.679,13.26,0.861,8.56,808,0.059,1,-63,37.31,39.83,35.3,vehicular,telemetry_aggregation,405.96,0.1,gpu,6.249,0.983,edge,none,False,0,0,False,medium,17.055,1,,6.684,16.344,0
950,2025-09-16T15:57:23,tra_62045,traffic_sensor,Bengaluru,edge_029,0.264,slice_4,mMTC,HTTP/3,0.477,3.844,14.615,1.375,6.18,494,1.741,0,-64,27.59,26.17,1.0,static,image_inference,166.707,0.1,npu,13.137,3.633,edge,tls,True,1,3,False,low,7.93,1,,12.565,22.955,0
951,2025-09-09T15:23:57,wea_42481,wearable,Mumbai,edge_027,3.92,slice_5,mMTC,HTTP/3,0.258,1.271,12.097,1.465,9.97,561,0.382,0,-73,12.14,13.22,81.2,aerial,anomaly_detection,15.19,5.0,gpu,8.07,0.407,local,tls,True,0,0,False,medium,23.387,1,,7.747,22.857,0
952,2025-09-08T21:32:42,dro_31890,drone,Mumbai,edge_008,0.372,slice_8,mMTC,HTTP/3,13.497,11.774,7.988,0.698,17.994,196,0.028,1,-76,64.52,32.79,76.0,vehicular,anomaly_detection,78.223,5.0,npu,6.747,14.62,local,tls,True,1,3,False,medium,-7.357,1,,7.462,10.657,0
953,2025-09-26T04:16:34,sma_99165,smart_meter,Mumbai,edge_004,5.7,slice_3,URLLC,UDP,0.045,0.267,33.127,1.152,6.304,92,0.12,0,-63,6.05,7.74,93.5,aerial,predictive_maintenance,18.214,50.0,npu,20.617,0.062,local,secure_element,True,0,0,False,medium,46.807,1,,20.613,51.81,1
954,2025-09-17T17:23:11,tra_99386,traffic_sensor,Hyderabad,edge_027,0.098,slice_2,eMBB,HTTP/3,1.924,6.948,10.59,0.152,13.264,240,0.801,1,-63,35.81,20.3,48.4,vehicular,telemetry_aggregation,56.182,0.5,none,9.147,1.522,local,blockchain_enabled,True,0,0,True,medium,6.55,1,,9.973,16.163,0
955,2025-09-03T05:29:47,sma_14766,smart_camera,Jaipur,edge_010,0.647,slice_3,eMBB,HTTP/3,8.812,7.24,9.82,0.781,18.8,130,2.587,0,-62,63.87,50.85,27.4,mobile,control_command,92.144,50.0,none,7.327,3.169,hybrid,tls,True,0,0,False,high,8.417,1,,7.342,16.704,0
956,2025-09-06T05:10:51,tra_79348,traffic_sensor,Bengaluru,edge_032,2.486,slice_4,URLLC,QUIC,1.813,5.942,12.476,0.286,6.348,103,2.144,0,-52,30.81,25.82,67.4,aerial,image_inference,51.76,5.0,tiny_ml,9.521,4.478,local,secure_element,True,0,0,False,low,28.398,1,,9.875,24.635,1
957,2025-09-20T03:11:32,dro_26753,drone,Chennai,edge_040,0.53,slice_4,mMTC,CoAP,3.376,2.951,8.47,0.668,3.977,167,0.429,1,-56,41.07,52.14,74.9,aerial,control_command,39.002,100.0,none,4.126,9.523,edge,tls,True,0,0,False,medium,26.713,1,,4.556,14.363,0
958,2025-09-12T22:43:42,wea_56404,wearable,Hyderabad,edge_009,0.672,slice_9,eMBB,QUIC,0.12,0.291,18.031,1.295,1.604,102,1.289,0,-66,7.43,9.76,34.6,aerial,predictive_maintenance,910.815,10.0,none,8.301,0.287,cloud,tls,True,0,0,False,medium,27.198,1,,8.657,34.864,0
959,2025-09-03T20:56:31,wea_59955,wearable,Pune,edge_007,2.991,slice_7,URLLC,HTTP/3,0.475,0.165,12.931,0.914,-2.881,646,0.548,0,-69,8.0,17.04,66.8,mobile,predictive_maintenance,36.834,5.0,edge_tpu,9.738,0.361,hybrid,blockchain_enabled,True,0,0,True,low,27.678,1,,10.188,27.38,1
960,2025-09-27T22:18:32,tra_44359,traffic_sensor,Kolkata,edge_017,0.899,slice_8,eMBB,UDP,4.055,4.526,15.485,0.297,14.196,466,0.331,2,-66,26.88,28.03,53.3,mobile,predictive_maintenance,14.047,10.0,none,11.707,1.932,local,tls,True,0,0,False,high,7.604,1,,13.061,26.753,0
961,2025-09-09T11:23:10,sma_43260,smart_meter,Ahmedabad,edge_023,1.198,slice_10,mMTC,HTTP/3,0.125,0.225,65.593,3.73,5.114,899,1.496,2,-69,2.97,8.49,84.7,mobile,voice_processing,29.871,1.0,gpu,53.165,0.025,edge,blockchain_enabled,True,0,0,True,medium,69.131,0,,62.715,125.717,0
962,2025-09-04T09:26:55,wea_58705,wearable,Hyderabad,edge_025,4.326,slice_8,mMTC,UDP,0.39,0.602,25.246,0.108,8.717,424,0.46,1,-65,12.98,21.61,48.9,static,control_command,34.515,5.0,tiny_ml,13.081,0.323,local,blockchain_enabled,True,1,4,True,medium,23.206,1,,12.436,46.802,0
963,2025-09-29T06:24:35,sma_25994,smart_meter,Bengaluru,edge_021,2.169,slice_2,mMTC,HTTP/3,0.153,0.066,50.548,3.046,-0.155,992,1.401,1,-69,3.86,5.58,57.6,vehicular,image_inference,6.56,1.0,tiny_ml,29.454,0.051,edge,tls,True,1,0,False,high,59.84,1,,30.363,85.099,0
964,2025-09-19T13:12:54,rob_15902,robotic_arm,Delhi,edge_021,2.083,slice_3,URLLC,CoAP,18.172,36.242,1.897,0.523,59.047,673,0.598,1,-68,45.0,84.79,71.4,vehicular,video_analytics,24.813,1.0,gpu,1.165,43.221,edge,tls,True,0,0,False,high,7.159,1,,0.972,5.637,1
965,2025-09-20T06:02:33,aut_85527,autonomous_vehicle,Hyderabad,edge_038,2.051,slice_9,eMBB,QUIC,36.279,45.324,1.097,2.196,82.869,128,1.851,1,-64,65.79,58.33,59.1,mobile,video_analytics,73.222,5.0,gpu,0.478,74.602,edge,tls,True,0,0,False,low,9.711,1,,0.451,2.773,0
966,2025-09-06T08:37:50,ind_96721,industrial_sensor,Delhi,edge_010,1.595,slice_10,mMTC,HTTP/3,1.14,0.929,6.596,0.274,7.155,121,2.209,0,-52,10.39,34.92,77.9,aerial,image_inference,8.556,5.0,gpu,4.364,1.823,edge,blockchain_enabled,True,0,0,True,high,13.715,1,,4.21,12.627,0
967,2025-09-13T05:30:43,rob_73422,robotic_arm,Lucknow,edge_006,2.022,slice_8,URLLC,TCP,20.075,19.384,0.763,1.164,38.568,71,1.064,0,-60,65.54,85.89,100.0,aerial,control_command,28.665,5.0,gpu,0.385,15.019,edge,tls,True,0,0,False,medium,2.963,1,,0.437,-2.246,1
968,2025-09-07T14:19:12,sma_36609,smart_meter,Mumbai,edge_039,4.191,slice_6,mMTC,HTTP/3,0.074,0.146,81.531,3.793,-1.175,63,1.173,1,-62,5.59,9.47,86.2,vehicular,voice_processing,322.965,0.1,none,35.436,0.032,local,tls,True,0,0,False,low,87.463,1,,35.626,118.628,0
969,2025-09-15T05:14:15,rob_59563,robotic_arm,Lucknow,edge_019,4.69,slice_5,eMBB,QUIC,8.678,17.137,1.568,0.534,24.496,450,0.0,0,-60,88.67,59.46,100.0,aerial,voice_processing,69.715,1.0,gpu,0.942,9.299,edge,none,False,0,0,False,medium,17.395,1,,1.029,3.811,0
970,2025-09-22T09:05:24,sma_21668,smart_meter,Kolkata,edge_013,3.064,slice_1,eMBB,HTTP/3,0.111,0.135,79.569,3.87,3.198,285,0.748,1,-75,5.24,7.19,29.7,vehicular,anomaly_detection,17.369,1.0,tiny_ml,70.62,0.113,cloud,tls,True,1,0,False,medium,92.141,1,,57.033,134.89,0
971,2025-09-05T20:07:56,rob_67852,robotic_arm,Lucknow,edge_008,0.824,slice_10,eMBB,TCP,29.354,15.929,1.654,1.294,44.982,59,2.102,1,-58,67.59,85.54,80.3,aerial,voice_processing,66.595,1.0,tiny_ml,0.795,14.799,local,tls,True,0,0,False,medium,0.231,1,,0.784,1.822,0
972,2025-09-05T19:17:57,sma_40771,smart_meter,Lucknow,edge_021,5.343,slice_10,mMTC,UDP,0.165,0.218,134.597,5.598,3.768,1054,0.598,2,-71,3.27,7.53,70.7,vehicular,anomaly_detection,54.165,50.0,gpu,76.075,0.053,edge,blockchain_enabled,True,0,0,True,medium,142.078,1,,88.287,228.43,0
973,2025-09-16T22:08:12,sma_39020,smart_meter,Delhi,edge_046,5.93,slice_5,URLLC,TCP,0.335,0.248,47.256,2.515,-7.755,141,0.0,0,-66,5.67,7.33,91.4,mobile,control_command,147.491,1.0,tiny_ml,25.638,0.052,edge,blockchain_enabled,True,0,0,True,medium,55.258,1,,22.811,70.691,1
974,2025-09-02T20:00:41,tra_44576,traffic_sensor,Ahmedabad,edge_034,1.871,slice_1,URLLC,QUIC,2.856,2.642,6.406,0.461,2.707,95,0.305,1,-63,31.72,37.75,22.5,mobile,telemetry_aggregation,10.634,0.5,edge_tpu,4.236,0.914,cloud,tls,True,0,0,False,low,20.144,1,,3.442,17.062,1
975,2025-09-07T00:42:56,wea_30669,wearable,Lucknow,edge_001,0.953,slice_3,URLLC,HTTP/3,0.446,0.813,13.944,2.655,6.422,251,0.0,0,-61,5.03,18.12,82.4,vehicular,predictive_maintenance,5.972,1.0,edge_tpu,8.873,0.445,edge,tls,True,0,0,False,medium,12.783,1,,8.637,18.359,1
976,2025-09-13T20:47:08,ind_14887,industrial_sensor,Pune,edge_001,2.773,slice_7,eMBB,UDP,1.369,2.735,9.157,0.326,-2.4,215,1.149,1,-76,18.96,31.74,43.6,mobile,anomaly_detection,18.832,1.0,tiny_ml,5.292,2.286,cloud,tls,True,0,0,False,high,19.246,1,,5.725,14.316,0
977,2025-09-21T02:26:23,rob_53688,robotic_arm,Ahmedabad,edge_023,0.287,slice_4,eMBB,HTTP/3,29.079,22.29,1.43,0.215,56.169,312,0.969,0,-69,82.39,76.26,100.0,static,voice_processing,65.395,0.1,tiny_ml,1.008,12.554,hybrid,secure_element,True,0,0,False,low,16.446,1,,0.99,-1.222,0
